Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
../2018-1-21/IMG/robocam_2018_01_21_18_30_39_929.jpg;0;1;0;3.555776;109.1576;53.84433;1.413591;105.1871;-0.001184304
../2018-1-21/IMG/robocam_2018_01_21_18_30_40_029.jpg;0;1;0;3.620979;109.0639;54.19574;1.416928;105.157;-0.001566073
../2018-1-21/IMG/robocam_2018_01_21_18_30_40_129.jpg;0;1;0;3.673475;108.9687;54.55354;1.42454;105.1263;-0.001594702
../2018-1-21/IMG/robocam_2018_01_21_18_30_40_229.jpg;0;1;0;3.751053;108.872;54.9176;1.429955;105.0951;-0.00161707
../2018-1-21/IMG/robocam_2018_01_21_18_30_40_329.jpg;0;1;0;3.801892;108.7739;55.2879;1.434701;105.0631;-0.001627189
../2018-1-21/IMG/robocam_2018_01_21_18_30_40_429.jpg;0;1;0;3.865778;108.6744;55.66444;1.440326;105.0294;-0.001769858
../2018-1-21/IMG/robocam_2018_01_21_18_30_40_529.jpg;0;1;0;3.941809;108.5734;56.04713;1.44388;104.9958;-0.001787329
../2018-1-21/IMG/robocam_2018_01_21_18_30_40_629.jpg;0;1;0;4.005322;108.4711;56.43606;1.452183;104.9604;-0.001692576
../2018-1-21/IMG/robocam_2018_01_21_18_30_40_730.jpg;0;1;0;4.055093;108.3675;56.83108;1.458366;104.9253;-0.001347478
../2018-1-21/IMG/robocam_2018_01_21_18_30_40_829.jpg;0;1;0;4.117308;108.2625;57.23211;1.459961;104.8879;-0.001737286
../2018-1-21/IMG/robocam_2018_01_21_18_30_40_929.jpg;0;1;0;4.179861;108.1563;57.63931;1.467935;104.8489;-0.001757389
../2018-1-21/IMG/robocam_2018_01_21_18_30_41_029.jpg;0;1;0;4.241037;108.0487;58.05246;1.47185;104.8109;-0.001397715
../2018-1-21/IMG/robocam_2018_01_21_18_30_41_129.jpg;0;1;0;4.302593;107.9399;58.47163;1.47693;104.771;-0.00131322
../2018-1-21/IMG/robocam_2018_01_21_18_30_41_229.jpg;0;1;0;4.363468;107.8299;58.8968;1.484548;104.7286;-0.001437784
../2018-1-21/IMG/robocam_2018_01_21_18_30_41_329.jpg;0;1;0;4.423685;107.7187;59.32787;1.489653;104.6851;-0.001847096
../2018-1-21/IMG/robocam_2018_01_21_18_30_41_429.jpg;0;1;0;4.484246;107.6063;59.76485;1.494714;104.6403;-0.001271381
../2018-1-21/IMG/robocam_2018_01_21_18_30_41_529.jpg;0;1;0;4.556184;107.4929;60.20773;1.499368;104.5806;-0.001348504
../2018-1-21/IMG/robocam_2018_01_21_18_30_41_629.jpg;0;1;0;4.615795;107.3784;60.65629;1.493194;104.5252;-0.001367903
../2018-1-21/IMG/robocam_2018_01_21_18_30_41_729.jpg;0;1;0;4.662635;107.2628;61.11092;1.501853;104.4671;-0.001798265
../2018-1-21/IMG/robocam_2018_01_21_18_30_41_829.jpg;0;1;0;4.721829;107.1463;61.57116;1.4987;104.4095;-0.00141129
../2018-1-21/IMG/robocam_2018_01_21_18_30_41_929.jpg;0;1;0;4.779759;107.0288;62.03732;1.50477;104.3518;-0.001504001
../2018-1-21/IMG/robocam_2018_01_21_18_30_42_029.jpg;0;1;0;4.849756;106.9104;62.50909;1.502595;104.2922;-0.001440038
../2018-1-21/IMG/robocam_2018_01_21_18_30_42_129.jpg;0;1;0;4.895543;106.791;62.98682;1.516354;104.2343;-0.001884912
../2018-1-21/IMG/robocam_2018_01_21_18_30_42_229.jpg;1.508807;1;0;4.953303;106.6699;63.46969;1.509646;104.313;-0.002458241
../2018-1-21/IMG/robocam_2018_01_21_18_30_42_329.jpg;2.985529;1;0;5.013092;106.5442;63.95523;1.51721;104.8888;0.003275743
../2018-1-21/IMG/robocam_2018_01_21_18_30_42_429.jpg;0;1;0;5.009089;106.4185;64.43704;1.342203;105.1166;-0.0008955874
../2018-1-21/IMG/robocam_2018_01_21_18_30_42_529.jpg;0;1;0;5.010231;106.2911;64.92046;1.264505;105.0844;-0.0003540687
../2018-1-21/IMG/robocam_2018_01_21_18_30_42_629.jpg;0;1;0;5.026043;106.163;65.4049;1.254428;105.023;-0.001167415
../2018-1-21/IMG/robocam_2018_01_21_18_30_42_729.jpg;1.52703;1;0;5.004718;106.0342;65.89021;1.296352;105.0631;-0.001939029
../2018-1-21/IMG/robocam_2018_01_21_18_30_42_830.jpg;6.001872;1;0;5.014352;105.8993;66.37453;1.369646;105.9226;0.05154937
../2018-1-21/IMG/robocam_2018_01_21_18_30_42_929.jpg;1.499757;1;0;4.998861;105.7614;66.85705;1.391167;106.5893;0.08416817
../2018-1-21/IMG/robocam_2018_01_21_18_30_43_029.jpg;0;1;0;4.997738;105.6211;67.33829;1.385834;106.7762;0.09637029
../2018-1-21/IMG/robocam_2018_01_21_18_30_43_129.jpg;0;1;0;5.003616;105.4802;67.81894;1.366234;106.8448;0.03867145
../2018-1-21/IMG/robocam_2018_01_21_18_30_43_229.jpg;0;1;0;5.018726;105.3327;68.29598;1.242367;106.7828;0.2640433
../2018-1-21/IMG/robocam_2018_01_21_18_30_43_329.jpg;0;1;0;4.987487;105.1858;68.76405;0.5821249;107.1682;0.5509219
../2018-1-21/IMG/robocam_2018_01_21_18_30_43_429.jpg;0;1;0;4.940413;105.0412;69.23539;0.2375996;106.6957;0.493186
../2018-1-21/IMG/robocam_2018_01_21_18_30_43_529.jpg;0;1;0;5.009426;104.8988;69.71178;0.01450034;106.5356;0.2410706
../2018-1-21/IMG/robocam_2018_01_21_18_30_43_629.jpg;0;1;0;5.011362;104.7559;70.19207;0.01311346;106.4988;359.99
../2018-1-21/IMG/robocam_2018_01_21_18_30_43_729.jpg;0;1;0;5.011391;104.6116;70.67433;0.1423369;106.5134;359.8344
../2018-1-21/IMG/robocam_2018_01_21_18_30_43_857.jpg;0;1;0;5.011573;104.4376;71.25491;0.4111089;106.5451;359.7568
../2018-1-21/IMG/robocam_2018_01_21_18_30_43_905.jpg;0;1;0;5.011623;104.3502;71.54575;0.5807348;106.5659;359.7564
../2018-1-21/IMG/robocam_2018_01_21_18_30_43_962.jpg;0;1;0;5.011689;104.2918;71.73977;0.7028107;106.5829;359.7691
../2018-1-21/IMG/robocam_2018_01_21_18_30_44_029.jpg;0;1;0;5.011689;104.1748;72.12842;0.9800333;106.6138;359.81
../2018-1-21/IMG/robocam_2018_01_21_18_30_44_096.jpg;0;1;0;5.014449;104.0866;72.41966;1.186593;106.6509;359.8655
../2018-1-21/IMG/robocam_2018_01_21_18_30_44_162.jpg;0;1;0;5.0028;103.9979;72.71115;1.396336;106.6852;359.9459
../2018-1-21/IMG/robocam_2018_01_21_18_30_44_229.jpg;0;1;0;5.02418;103.8815;73.09705;1.524357;106.7305;-0.004563207
../2018-1-21/IMG/robocam_2018_01_21_18_30_44_329.jpg;0;1;0;5.057972;103.7405;73.57212;1.265293;106.6718;-0.001121412
../2018-1-21/IMG/robocam_2018_01_21_18_30_44_429.jpg;-1.541433;1;0;5.011892;103.5997;74.05122;1.147874;106.505;-0.0008921723
../2018-1-21/IMG/robocam_2018_01_21_18_30_44_529.jpg;-6.021854;1;0;5.010623;103.4636;74.53325;1.119095;105.6225;-0.000791786
../2018-1-21/IMG/robocam_2018_01_21_18_30_44_629.jpg;-10.50277;1;0;5.007322;103.3406;75.01903;1.121185;104.0197;359.8179
../2018-1-21/IMG/robocam_2018_01_21_18_30_44_729.jpg;-15;1;0;4.990839;103.2386;75.50594;0.9508365;100.3672;359.4391
../2018-1-21/IMG/robocam_2018_01_21_18_30_44_829.jpg;-15;1;0;5.007228;103.1617;75.98844;0.3151368;96.66245;359.0355
../2018-1-21/IMG/robocam_2018_01_21_18_30_44_929.jpg;-15;1;0;5.01311;103.1131;76.47611;359.7822;93.1723;358.5669
../2018-1-21/IMG/robocam_2018_01_21_18_30_45_029.jpg;-13.4615;1;0;5.000221;103.083;76.97593;359.8984;90.33096;358.5088
../2018-1-21/IMG/robocam_2018_01_21_18_30_45_129.jpg;-8.982738;1;0;5.001807;103.0734;77.48035;0.1538289;87.67673;358.9081
../2018-1-21/IMG/robocam_2018_01_21_18_30_45_229.jpg;-4.477785;1;0;5.038201;103.0957;77.98064;0.1455019;85.39523;359.0199
../2018-1-21/IMG/robocam_2018_01_21_18_30_45_329.jpg;0;1;0;5.011072;103.1339;78.47961;0.1197358;84.57142;358.9802
../2018-1-21/IMG/robocam_2018_01_21_18_30_45_429.jpg;0;1;0;5.012228;103.1776;78.97817;0.08126424;84.38684;359.0266
../2018-1-21/IMG/robocam_2018_01_21_18_30_45_496.jpg;0;1;0;5.012064;103.2058;79.27816;0.1172632;84.36394;359.063
../2018-1-21/IMG/robocam_2018_01_21_18_30_45_563.jpg;0;1;0;5.017634;103.2445;79.67983;0.2594661;84.35532;359.1281
../2018-1-21/IMG/robocam_2018_01_21_18_30_45_629.jpg;0;1;0;5.017859;103.2733;79.98125;0.3855884;84.36417;359.2243
../2018-1-21/IMG/robocam_2018_01_21_18_30_45_729.jpg;0;1;0;5.006198;103.3219;80.48487;0.6542868;84.37613;359.4259
../2018-1-21/IMG/robocam_2018_01_21_18_30_45_829.jpg;4.44258;1;0;5.008163;103.3654;80.98975;0.9719143;85.00491;359.7507
../2018-1-21/IMG/robocam_2018_01_21_18_30_45_895.jpg;7.440614;1;0;5.00857;103.3867;81.29366;1.192745;85.82424;0.009010321
../2018-1-21/IMG/robocam_2018_01_21_18_30_45_995.jpg;2.941064;1;0;5.011745;103.4214;81.79657;1.361221;86.92586;0.2136874
../2018-1-21/IMG/robocam_2018_01_21_18_30_46_095.jpg;0;1;0;5.008573;103.4541;82.2929;1.186571;87.27583;0.1498029
